"relevance","qid","tf","idf","length","bm25","pagerank","inlink","outlink","slash","urlLength","childPage"
0,"13194",0.003906,0,0.002924,0,0.5,0.411111,0,0.00039,0.000127,0.022727
0,"13194",0.082031,0,0.006693,0.848219,0.125,0.088889,0,0,4.2e-05,0.028409
0,"13194",0.003906,0,0.052059,0,0.375,0.2,0,0.001653,0.000972,0.051136
0,"13194",0.03125,0,0.013736,0,0.5,0.455556,0,3.4e-05,4.2e-05,0
0,"13194",0,0,0.004325,0,0.25,0.277778,0,0.001263,0.000507,0.045455
0,"13194",0.003906,0,0.009246,0,0.375,0.355556,0,2.8e-05,4.2e-05,0.051136
0,"13194",0.007813,0,0.005972,0,0.5,0.388889,0,0.001584,0.00038,0.045455
0,"13194",0.003906,0,0.001174,0,0.375,0.266667,0,0.069401,0.01454,0
0,"13194",0.007813,0,0.01007,0,0.25,0.311111,0,9e-06,4.2e-05,0.011364
0,"13194",0.082031,0,0.015033,0,0.375,0.322222,0,0.001401,0.000338,0.022727
0,"13194",0.007813,0,0.00173,0,0.5,0.488889,0,0,0,0.045455
0,"13194",0.011719,0,2.1e-05,0.632481,0.75,0.477778,0,5e-06,4.2e-05,0
0,"13194",0.011719,0,0.024588,0,0.25,0.266667,0,3.9e-05,8.5e-05,0.073864
0,"13194",0.015625,0,0.013488,0,0.25,0.266667,0,5e-06,4.2e-05,0.073864
0,"13194",0.011719,0,2.1e-05,0.632481,0.75,0.477778,0,5e-06,4.2e-05,0
0,"13194",0.054688,0,0.004263,0,0.375,0.255556,0,0.000486,4.2e-05,0.011364
0,"13194",0.066406,0,0.033731,0,0.25,0.311111,0,5e-06,4.2e-05,0.011364
0,"13194",0.039063,0,0.101668,0,0.25,0.155556,0,6.8e-05,8.5e-05,0.005682
0,"13194",0.007813,0,0.004263,0,0.125,0.122222,0,0.000883,0.000296,0.034091
0,"13194",0.011719,0,2.1e-05,0.632481,0.75,0.477778,0,4e-06,4.2e-05,0
0,"13194",0.042969,0,0.003789,0,0.375,0.233333,0,0.000359,4.2e-05,0.011364
0,"13194",0.058594,0,0.004613,0,0.375,0.233333,0,0.000293,4.2e-05,0.011364
0,"13194",0.011719,0,0.002574,0,0.125,0.333333,0,0,0,0
0,"13194",0.011719,0,0.018966,0,0.25,0.133333,0,0.000215,4.2e-05,0
0,"13194",0.046875,0,0.012315,0,0.625,0.322222,0,1e-05,4.2e-05,0.090909
0,"13194",0.003906,0,0.000515,0,0.75,0.522222,0,3.2e-05,8.5e-05,0.073864
0,"13194",0.292969,0,0.113839,0,0.625,0.377778,0,1.7e-05,4.2e-05,0.068182
0,"13194",0.011719,0,2.1e-05,0.632481,0.75,0.477778,0,5e-06,4.2e-05,0
0,"13194",0.003906,0,0.000144,0,0.125,0.166667,0,0,0,0.005682
0,"13194",0.003906,0,0.000144,0,0.125,0.144444,0,0,0,0.005682
0,"13194",0.011719,0,2.1e-05,0.632481,0.75,0.477778,0,5e-06,4.2e-05,0
0,"13194",0.011719,0,0.002574,0,0.125,0.322222,0,0,0,0
0,"13194",0.050781,0,0.020881,0,0.375,0.255556,0,0.00022,0.002451,0.085227
0,"13194",0.007813,0,0,0,0.75,0.477778,0,0,0,0
0,"13194",0.011719,0,2.1e-05,0.632481,0.75,0.477778,0,4e-06,4.2e-05,0
0,"13194",0.09375,0,0.010441,0.30064,0.5,0.333333,0,0.001054,0.000127,0.017045
0,"13194",0.167969,0,0.070161,0,0.375,0.177778,0,9e-06,4.2e-05,0.096591
0,"13194",0.089844,0,0.024959,0.167025,0.625,0.455556,0,1.8e-05,4.2e-05,0.0625
0,"13194",0.011719,0,2.1e-05,0.632481,0.75,0.477778,0,4e-06,4.2e-05,0
0,"13194",0.0625,0,0.010194,0.215029,0.375,0.311111,0,6.8e-05,8.5e-05,0.051136
0,"13194",0.011719,0,2.1e-05,0.632481,0.75,0.477778,0,4e-06,4.2e-05,0
0,"13194",0.015625,0,0.002451,1,0.5,0.533333,0,0.000164,8.5e-05,0.017045
2,"13194",0.089844,0,0.054572,0,0.25,0.311111,0,0.000403,0.002409,0.017045
0,"13194",0.003906,0,0.000371,0,0.375,0.388889,0,0,0,0
0,"13194",0.050781,0,0.01666,0,0.125,0.133333,0,0.039588,0.021472,1
0,"13194",0.546875,0,0.680745,0,0.375,0.255556,0,0,4.2e-05,0
0,"13194",0.042969,0,0.009082,0,0.125,0.333333,0,3.3e-05,4.2e-05,0.034091
0,"13194",0.15625,0,0.019234,0,0,0.066667,0,1.7e-05,4.2e-05,0
0,"13194",0.210938,0,0.091207,0,0.375,0.2,0,2.5e-05,4.2e-05,0
0,"13194",0.015625,0,0.000206,0,0.125,0.266667,0,0,0,0
0,"13194",0.289063,0,0.875659,0,0.5,0.477778,0,0.000119,0.000127,0
0,"13194",0.9375,0,0.273764,0,0.25,0.255556,0,5.1e-05,4.2e-05,0
0,"13194",0.003906,0,0.004366,0,0.125,0.244444,0,9.3e-05,4.2e-05,0.017045
0,"13194",0,0,0.002018,0,0.25,0.333333,0,0.000354,4.2e-05,0.011364
0,"13194",0.027344,0,0.002451,0.415326,0.125,0.444444,0,3e-06,4.2e-05,0
0,"13194",0.015625,0,6.2e-05,0.552754,0.25,0.233333,0,4.5e-05,8.5e-05,0
0,"13194",0.007813,0,0.000144,0.494639,0.375,0.511111,0,1.1e-05,4.2e-05,0
2,"13194",0.089844,0,0.054551,0,0.25,0.433333,0,0.000385,0.002367,0.056818
0,"13194",0.042969,0,0.036532,0,0.375,0.366667,0,4e-06,4.2e-05,0.005682
0,"13194",0.085938,0,0.061182,0,0.375,0.4,0,5.8e-05,4.2e-05,0.068182
0,"13194",0.007813,0,0.000783,0.58179,0.625,0.477778,0,0.000707,0.000127,0.005682
0,"13194",0.015625,0,0.018225,0,0.125,0.1,0,5e-06,8.5e-05,0
0,"13194",0.605469,0,0.692875,0,0.375,0.3,0,4e-06,4.2e-05,0
0,"13194",0.71875,0,0.162541,0,0.25,0.2,0,5.9e-05,4.2e-05,0
0,"13194",0.710938,0,0.152368,0,0.25,0.255556,0,5.9e-05,4.2e-05,0
0,"13194",0.003906,0,0.010049,0,0.375,0.311111,0,9.1e-05,0.000127,0.068182
0,"13194",0.023438,0,0.034267,0,0.375,0.344444,0,0.000101,4.2e-05,0
0,"13194",0.238281,0,0.194316,0,0.25,0.222222,0,5.9e-05,4.2e-05,0
0,"13194",0.003906,0,0.007414,0,0.375,0.311111,0,0.000133,0.000211,0.079545
0,"13194",0.007813,0,6.2e-05,0,0.25,0.211111,0,0,0,0
0,"13194",0.394531,0,0.783876,0,0.25,0.433333,0,1.4e-05,0.000127,0
0,"13194",0.078125,0,0.021582,0,0.25,0.333333,0,2.1e-05,4.2e-05,0
0,"13194",0.6875,0,0.086614,0,0.375,0.377778,0,5.6e-05,0.000127,0
0,"13194",0.503906,0,1,0,0.375,0.244444,0,0,4.2e-05,0
0,"13194",0.527344,0,0.622673,0,0.875,0.977778,0,1.3e-05,8.5e-05,0
0,"13194",0.53125,0,0.567133,0.189681,0.625,0.655556,0,8.3e-05,0.000127,0
0,"13194",1,0,0.764745,0,0.25,0.188889,0,0,0,0
0,"13194",0.171875,0,0.145346,0,0.375,0.711111,0,3.2e-05,4.2e-05,0
0,"13194",0.113281,0,0.064395,0,1,0.888889,0,2e-06,4.2e-05,0
0,"13194",0.105469,0,0.059514,0,0.875,0.644444,0,2e-06,4.2e-05,0
0,"13194",0.355469,0,0.603542,0,0.875,0.644444,0,2e-06,4.2e-05,0
0,"13194",0.21875,0,0.086182,0,1,1,0,3e-06,4.2e-05,0
0,"13194",1,0,0.764745,0,0.25,0.188889,0,0,0,0
0,"13227",0.008969,0,0.49325,0,0,0.091743,0,0,0,1
0,"13227",0.008969,0,0.061499,0,0.166667,0.009174,0,0.187932,1,0.037221
0,"13227",0,0,0,0,1,0.33945,0,1,0.666667,0
0,"13227",0.008969,0,0.005023,0,0.666667,1,0,0,0,0.008685
2,"13227",1,0,0.311752,0,0.5,0.155963,0,0.028148,0.333333,0
2,"13227",0.206278,0,0.092615,0,0.166667,0,0,0,0,0
2,"13227",0.044843,0,0.212195,0,0.333333,0.155963,0,0.017547,0.333333,0
1,"13227",0.421525,0,1,0,0.333333,0.275229,0,0.121426,0.333333,0
0,"13260",0.011995,0,0.005619,0,0.142857,0.262295,0,0.002671,0.007463,0
2,"13260",0.611111,0,0.509222,0.015271,0.428571,0.836066,0,1,0.328358,0.830918
0,"13260",0.004419,0,0.005741,0,0.428571,0.737705,0,0.000143,0.007463,0
0,"13260",0.323232,0,0.081959,0.966813,0.571429,0.622951,0,0.752803,1,0.463768
0,"13260",0.002525,0,0,0,0.285714,0.262295,0,0,0,0
0,"13260",0.010732,0,0.031473,0,0,0,0,0,0,0.048309
0,"13260",0.080177,0,0.022678,0.669069,0.571429,0.704918,0,0.179632,0.365672,0.144928
0,"13260",0.195707,0,0.082407,0.649972,0.571429,0.672131,0,0.053691,0.052239,0.251208
0,"13260",0.020833,0,0.030618,0,0.142857,0.213115,0,0.060574,0.119403,0
0,"13260",0.066919,0,0.025284,0.755238,0.571429,0.655738,0,0.106503,0.104478,0.227053
2,"13260",0.368056,0,0.290053,0,0.714286,0.819672,0,0.025173,0.007463,0.009662
2,"13260",0.005051,0,0.000855,0,0.571429,0.786885,0,0,0,0
0,"13260",0.126263,0,0.036358,1,0.571429,0.786885,0,0.282226,0.291045,0.222222
0,"13260",1,0,0.821791,0,0.285714,0.590164,0,0.189159,0.014925,1
1,"13260",0.193813,0,0.152722,0,0.571429,0.786885,0,0.038517,0.007463,0.033816
0,"13260",0.035354,0,0.012377,0.496217,0.714286,0.983607,0,0.024065,0.052239,0.038647
2,"13260",0.019571,0,0.009853,0,0.571429,0.737705,0,0,0,0.028986
0,"13260",0.104167,0,0.329506,0,0.714286,0.95082,0,0.003384,0.007463,0
0,"13260",0.380051,0,1,0,0.714286,0.95082,0,0.003384,0.007463,0
1,"13260",0.099747,0,0.15891,0,0.714286,0.557377,0,0.051026,0.014925,0.028986
2,"13260",0.083333,0,0.063312,0,0.428571,0.442623,0,0.080877,0.007463,0.004831
2,"13260",0.048611,0,0.020276,0.531501,0.714286,0.852459,0,0.076382,0.119403,0.038647
2,"13260",0.046086,0,0.014861,0.726765,0.714286,0.885246,0,0.108899,0.126866,0.033816
2,"13260",0.037247,0,0.010586,0.852948,0.571429,0.737705,0,0.027143,0.014925,0.019324
0,"13260",0.010101,0,0.001914,0.714498,0.428571,0.311475,0,0.004763,0.037313,0
0,"13260",0.010101,0,0.002728,0.101807,0.571429,0.803279,0,0.013355,0.007463,0.014493
1,"13260",0.129419,0,0.128496,0,1,1,0,0,0,0.038647
1,"13260",0.342172,0,0.273401,0,0.714286,0.836066,0,0.019995,0.007463,0
0,"13260",0,0,0.003054,0,0.428571,0.540984,0,0.000348,0.044776,0
2,"13260",0.073864,0,0.076463,0,0.428571,0.606557,0,0,0,0
0,"13322",0.004938,0,0.010754,0,0,0,0,0,0,0.02518
0,"13322",0.02963,0,0.013539,0,0.714286,0.418182,0,0,0,0.043165
0,"13322",0.066667,0,0.025754,0.414511,0.571429,0.327273,0,0.344423,0.53125,0.183453
0,"13322",0.32428,0,0.14344,0,0.428571,0.2,0,1,1,1
1,"13322",0,0,0.079331,0,0.428571,0.336364,0,0,0,0
0,"13322",0.007407,0,0.00659,0,0.428571,0.154545,0,0.358396,0.125,0.043165
0,"13322",0.027984,0,0.008024,0.467923,0.285714,0.163636,0,0.00732,0.015625,0.021583
0,"13322",1,0,0.926212,0.210848,0.428571,0.245455,0,0.02655,0.046875,0
0,"13322",0.026337,0,0.01205,0,0.714286,0.372727,0,0,0,0.046763
0,"13322",0.003292,0,0.000303,1,0.714286,0.363636,0,0.003798,0.015625,0
1,"13322",0.073251,0,0.036673,0,0.714286,0.254545,0,0.009764,0.015625,0.017986
0,"13322",0.003292,0,0,0.78206,1,0.463636,0,0.003158,0.015625,0
0,"13322",0.019753,0,0.005211,1,0.714286,0.272727,0,0.160078,0.015625,0.007194
0,"13322",0.26749,0,0.10616,0.212774,0.428571,0.172727,0,0.001975,0.015625,0.017986
0,"13322",0.204115,0,0.12673,0.78206,0.571429,0.2,0,0.034525,0.0625,0
0,"13322",0.274074,0,0.109331,0.14357,0.428571,0.245455,0,0.004031,0.015625,0.21223
0,"13322",0.141564,0,0.108228,0.14357,0.428571,0.245455,0,0.004066,0.015625,0.21223
1,"13322",0.01893,0,0.007803,0,0.571429,0.245455,0,0.032972,0.015625,0.05036
1,"13322",0.109465,0,0.059615,0.285058,0.571429,0.218182,0,0.214227,0.015625,0
0,"13322",0.001646,0,0.001903,0,0.571429,0.309091,0,0.118874,0.03125,0.014388
0,"13322",0.036214,0,0.014366,0.223558,0.428571,0.2,0,0.0146,0.03125,0
0,"13322",0.023045,0,0.013291,0.544656,0.571429,0.354545,0,0.00203,0.015625,0.017986
0,"13322",0.012346,0,0.005791,0,0.571429,0.236364,0,0.015078,0.015625,0.032374
1,"13322",0.110288,0,0.05581,0,0.571429,0.254545,0,0.00068,0.015625,0.021583
0,"13322",0.028807,0,0.006618,0,0.714286,1,0,0.061125,0.03125,0.043165
1,"13322",0.725926,0,0.435008,0,0.714286,0.327273,0,0.338397,0.015625,0
0,"13322",0.011523,0,0.006866,0,0.285714,0.263636,0,0,0,0.007194
0,"13322",0.004938,0,0.004191,0,0.285714,0.263636,0,0.21531,0.0625,0.010791
1,"13322",0.039506,0,0.023135,0,1,0.427273,0,0,0,0
0,"13322",0.490535,0,0.215684,0.240813,0.428571,0.281818,0,0.003329,0.015625,0
0,"13322",0.948971,0,1,0,0.571429,0.709091,0,0.018847,0.015625,0
0,"13329",0.027057,0,0.027494,0.419607,0.666667,0.091837,0,1,1,1
0,"13329",0.141358,0,0.093283,0.738291,0.333333,0.479592,0,0.012093,0.013699,0
1,"13329",0,0,0,0.746921,0.666667,0.387755,0,0.006854,0.013699,0
1,"13329",0.210933,0,0.125286,1,0.333333,0.214286,0,0.135811,0.013699,0.022222
0,"13329",0.055218,0,0.051169,0,0.666667,0.295918,0,0.189267,0.027397,0.044444
1,"13329",1,0,1,0,0.666667,0.357143,0,0,0,0
1,"13329",0.145776,0,0.099538,0.443418,0.333333,0.193878,0,0.000656,0.013699,0.066667
1,"13329",0.147432,0,0.103757,0.443418,0,0.183673,0,0.000793,0.013699,0.244444
0,"13329",0.019326,0,0.010147,0.369515,0.666667,0.357143,0,0.001019,0.027397,0
0,"13329",0.007731,0,0.002146,0,0,0.173469,0,0,0,0
0,"13329",0.010491,0,0.015165,0,1,1,0,0.01029,0.027397,0.022222
1,"13329",0.076201,0,0.050624,0,0.666667,0.377551,0,0.003106,0.013699,0
1,"13329",0.022639,0,0.01262,0.369515,0.333333,0.489796,0,0.007124,0.013699,0
1,"13329",0.047488,0,0.039386,0,0.333333,0.234694,0,0.013098,0.041096,0.333333
1,"13329",0.026505,0,0.016002,0.330978,0.333333,0.183673,0,0.238343,0.068493,0.133333
0,"13329",0.00497,0,0.002837,0,0,0,0,0.008492,0.013699,0.288889
0,"13336",0.003208,0,0.002688,0,0,0,0,0,0,0
0,"13336",0.012832,0,0.01099,0,0.333333,0.078125,0,1,0.010309,0.375
2,"13336",0.05637,0,0.045246,0,0.333333,0.4375,0,0.100042,0.113402,0.791667
0,"13336",0.019248,0,0.068416,0,0.5,0.609375,0,0,0,0
0,"13336",0,0,0,0,0.666667,0.453125,0,0.100526,0.010309,0
1,"13336",0.069203,0,0.065942,0,0.666667,0.578125,0,0.063407,0.082474,0.020833
0,"13336",0.052704,0,0.032019,0,0.333333,0.140625,0,0.020849,0.061856,0.833333
0,"13336",0.001833,0,0,1,0.5,0.59375,0,0.001838,0.010309,0
0,"13336",0.008708,0,0.001475,0,0.5,0.609375,0,0.039983,0.020619,0.083333
0,"13336",0.006416,0,0.007755,0.126808,0.833333,0.515625,0,0.135215,0.164948,0.333333
2,"13336",0.039872,0,0.028856,0,0.5,0.375,0,0.019216,0.010309,0.25
0,"13336",0.001833,0,0.001047,0,0.833333,0.703125,0,0.000217,0.030928,0.020833
0,"13336",0.005041,0,0.001998,0.394953,0.333333,0.234375,0,0.120588,0.010309,0.229167
0,"13336",0.055454,0,0.043105,0,0.5,0.390625,0,0.079061,0.010309,0.020833
0,"13336",0.008249,0,0.005424,0.439328,0.333333,0.640625,0,0.028684,0.030928,0.375
0,"13336",0.074244,0,0.052263,0.965396,0.5,0.375,0,0.894683,1,1
0,"13336",0.039872,0,0.046673,0,0.5,0.78125,0,0,0,0.104167
0,"13336",0.063703,0,0.074958,0,1,1,0,0.026507,0.020619,0
1,"13336",0.352887,0,0.5356,0,0.666667,0.484375,0,0.005006,0.010309,0
0,"13336",0.032539,0,0.028189,0,1,0.84375,0,0.00821,0.020619,0
0,"13336",0.000917,0,0.000119,0.371336,0.666667,0.875,0,0.00878,0.020619,0
0,"13336",0.078368,0,0.091086,0,0.333333,0.375,0,0.004044,0.010309,0
0,"13336",0.922548,0,0.637415,0,0.5,0.328125,0,0.02173,0.010309,0
1,"13336",0.525206,0,0.592264,0,0.666667,0.6875,0,0.004227,0.010309,0
0,"13336",0.063245,0,0.030235,0.241626,0.333333,0.578125,0,0.010232,0.010309,0
0,"13336",0.133822,0,0.246545,0,0.5,0.484375,0,0.074426,0.020619,0
1,"13336",0.405133,0,0.557247,0,0.666667,0.515625,0,0.005006,0.010309,0
0,"13336",1,0,1,0,0.5,0.5,0,0.000696,0.010309,0
0,"13336",0.490834,0,0.43338,0,0.833333,0.9375,0,0.005993,0.010309,0
1,"13336",0.679193,0,0.888765,0,0.666667,0.6875,0,0,0,0
1,"13354",0.077626,0,0.006622,0,0,0.615385,0,0.052886,0.076923,0.043478
0,"13354",0.045662,0,0.078769,0,0,0.307692,0,0.192794,0.307692,0.73913
0,"13354",0.319635,0,0.316871,0,0,0.025641,0,1,0.923077,1
0,"13354",0.018265,0,0.033246,0,1,0.512821,0,0,0,0.608696
0,"13354",1,0,1,0,0.333333,0,0,0.051507,0.076923,0
1,"13354",0.086758,0,0.036005,1,0.666667,0.589744,0,0.109881,0.153846,0.173913
1,"13354",0.045662,0,0.018761,0,0,0.435897,0,0.89986,1,0.782609
0,"13354",0,0,0,0,0.333333,1,0,0.090004,0.153846,0.869565
0,"13368",0.005848,0,0.003979,1,0,0.082192,0,1,1,0.052758
0,"13368",0.010396,0,0.003757,0.544656,0.2,0,0,0.00399,0.001982,0.013189
0,"13368",0.034438,0,0.201972,0,0.2,0.143836,0,0.015123,0.000991,0.020384
0,"13368",0.222872,0,0.1475,0,0.4,0.246575,0,0.004954,0.001982,0.002398
1,"13368",0.153996,0,0.152245,0.472882,0.8,0.184932,0,0.006108,0.005946,0.01199
0,"13368",0.017544,0,0.009812,0.715793,1,0.349315,0,0.026939,0.013875,0.027578
0,"13368",0.010396,0,0.002867,0,1,0.260274,0,0.002977,0.000991,0
0,"13368",0.004548,0,0.004004,0.374246,0.8,1,0,0.000885,0.000991,0.007194
0,"13368",0.003899,0,0.003707,0,0.8,0.719178,0,0,0,0.007194
1,"13368",0.017544,0,0.004597,0,0.8,0.30137,0,0.000552,0.001982,0
0,"13368",0.033138,0,0.024888,0.419054,0.6,0.171233,0,0.006519,0.057483,0.017986
0,"13368",0,0,0.000519,0,0.8,0.424658,0,0,0,0
0,"13368",1,0,0.301228,0.429929,0.4,0.171233,0,0.000934,0.006938,1
0,"13368",0.004548,0,0.004029,0.374246,0.8,0.643836,0,0.001407,0.000991,0.007194
0,"13368",0.025991,0,0.022812,0.78206,0.2,0.109589,0,0.064045,0.065411,0.010791
1,"13368",0.023392,0,0.017152,0.642118,0.4,0.205479,0,0.079359,0.042616,0.019185
2,"13368",0.018843,0,0.009812,0.374246,0.4,0.219178,0,0.009176,0.001982,0.019185
1,"13368",0.017544,0,0.008205,0.770541,0.4,0.232877,0,0.009725,0.004955,0.023981
0,"13368",0.080572,0,0.038729,0,0.4,0.452055,0,0.010912,0.002973,0
1,"13368",0.996751,0,0.994662,0,0.4,0.171233,0,0.00035,0.000991,0
1,"13368",0.020143,0,0.01216,0.642118,0.2,0.130137,0,0.019212,0.010902,0.01199
0,"13368",0.001949,0,0,0,0.6,0.219178,0,0,0,0.001199
1,"13368",0.063028,0,0.12019,0.26408,0.4,0.191781,0,0.000365,0.000991,0
0,"13368",0.435348,0,0.743729,0,0.8,0.267123,0,0.000495,0.000991,0
2,"13368",0.386615,0,0.320407,0.78206,0.6,0.212329,0,0.003086,0.001982,0
0,"13368",0.654971,0,0.929834,0,0.4,0.184932,0,0.001156,0.000991,0
1,"13368",0.54191,0,1,0.309656,0.2,0.191781,0,0.000209,0.000991,0
1,"13368",0.236517,0,0.246682,0.468645,0.4,0.164384,0,0.003864,0.001982,0
0,"13368",0.108512,0,0.098959,0,0.4,0.191781,0,0.000305,0.000991,0
0,"13368",0.012995,0,0.007167,0.374246,0.4,0.123288,0,0.000142,0.000991,0
0,"13368",0.007797,0,0.001928,0.338901,0.4,0.123288,0,0.000142,0.000991,0
0,"13376",0.019957,0,0.004672,0,0,0,0,0,0,0.018182
0,"13376",0.010691,0,0.002578,0,0,0,0,0,0,0.063636
0,"13376",0.032074,0,0.008501,0,0.125,0.098039,0,0.00257,0.002283,0.136364
1,"13376",0.025659,0,0.013428,0,0.25,0.124183,0,0,0,0.018182
1,"13376",0.02851,0,0.022491,0,0.5,0.267974,0,0.189406,0.005708,0.072727
0,"13376",0.035638,0,0.015751,0,0.25,0.150327,0,0.001424,0.002283,0.1
0,"13376",0.022096,0,0.008756,0.287675,0.25,0.111111,0,0.001131,0.001142,0.027273
0,"13376",0.240912,0,0.078143,0,0.25,0.143791,0,0.103492,0.055936,0.618182
2,"13376",0.032787,0,0.005335,0,0.25,0.156863,0,0.104937,0.130137,0.318182
0,"13376",0.132573,0,0.049576,0,0.5,0.235294,0,1,1,1
0,"13376",0.043478,0,0.016134,0,0.625,0.281046,0,0.001099,0.001142,0.036364
0,"13376",0.011404,0,0.005029,0,0.25,0.117647,0,0.000701,0.005708,0.027273
0,"13376",0.008553,0,0.000715,0,0.625,0.281046,0,0.000305,0.003425,0
0,"13376",0.05417,0,0.022771,0.258837,0.625,0.261438,0,0.009574,0.003425,0.036364
0,"13376",0.034212,0,0.015853,0,0.75,0.333333,0,0,0,0.118182
0,"13376",0.030649,0,0.010824,0,0.625,0.287582,0,0.004588,0.003425,0.109091
0,"13376",0.10335,0,0.032881,0,0.625,0.281046,0,0,0,0.027273
0,"13376",0.076978,0,0.042377,0.12197,0.5,0.235294,0,0.002013,0.005708,0.1
0,"13376",0.086244,0,0.036327,0.434973,0.25,0.137255,0,0.001327,0.001142,0.018182
0,"13376",0.053457,0,0.025324,0,0.625,0.287582,0,0.003803,0.004566,0.118182
0,"13376",0.010691,0,0.019529,0,0.25,0.098039,0,0.000827,0.002283,0.163636
0,"13376",0.016393,0,0.006101,0,0.25,0.104575,0,0.001327,0.001142,0.018182
1,"13376",0.043478,0,0.022159,0,0.625,0.287582,0,0.001919,0.007991,0.127273
0,"13376",0.003564,0,0.002093,0,0.625,0.352941,0,0.000463,0.002283,0
0,"13376",0.074127,0,0.096344,0,0.5,0.20915,0,0.00102,0.002283,0.054545
0,"13376",0.007128,0,0.002221,0.257995,0.625,0.366013,0,5.4e-05,0.001142,0
0,"13376",0.034925,0,0.010313,0.342745,0.625,0.261438,0,0.007748,0.001142,0.027273
0,"13376",0.002138,0,0,0,0.5,0.294118,0,0,0,0
0,"13376",0.04918,0,0.016721,0.705458,0.625,0.261438,0,0.008124,0.003425,0.036364
0,"13376",0.052744,0,0.024558,0,0.625,0.254902,0,0.003717,0.004566,0.127273
0,"13376",0.159658,0,0.058409,0,0.125,0.150327,0,0.003782,0.006849,0.109091
0,"13376",0.077691,0,0.02415,0,0.125,0.143791,0,0.004247,0.011416,0.109091
0,"13376",0.027798,0,0.00748,0,0.375,0.189542,0,0,0,0.036364
0,"13376",0.011404,0,0.016389,0,0.375,0.183007,0,0.000875,0.001142,0
0,"13376",0.009266,0,0.01667,0,0.375,0.176471,0,0.000106,0.001142,0.027273
0,"13376",0.042053,0,0.012713,0,0.625,0.281046,0,0,0,0.027273
1,"13376",0.057021,0,0.014398,0,0.625,0.281046,0,0.000974,0.002283,0.036364
0,"13376",0.034925,0,0.006867,0,0.75,0.326797,0,0.002582,0.002283,0.009091
2,"13376",0.042766,0,0.014347,0.429363,0.625,0.261438,0,8.3e-05,0.001142,0.027273
0,"13376",0.024947,0,0.016798,0,0.25,0.098039,0,0.005336,0.002283,0.190909
1,"13376",0.241625,0,0.078704,0,0.375,0.202614,0,0.20648,0.03653,0.209091
2,"13376",0.086957,0,0.02969,0,0.625,0.287582,0,0,0,0.109091
0,"13376",0.236636,0,0.147274,0,0.125,0.104575,0,0.000877,0.005708,0.245455
0,"13376",0.011404,0,0.002298,0,0.625,0.281046,0,0.001387,0.002283,0.045455
0,"13376",0.121882,0,0.153885,0,0.875,0.908497,0,0,0,0.045455
1,"13376",0.043478,0,0.054427,0.287675,0.375,0.183007,0,0.003306,0.003425,0.054545
0,"13376",0.220242,0,0.131216,0,0.375,0.176471,0,0.000188,0.001142,0
0,"13376",0.035638,0,0.006663,1,0.625,0.228758,0,0.002583,0.001142,0.009091
0,"13376",0.052744,0,0.011233,0.986222,0.625,0.261438,0,7.7e-05,0.001142,0.027273
0,"13376",0.029223,0,0.00845,0.762467,0.625,0.228758,0,0.002583,0.001142,0.009091
0,"13376",0.029223,0,0.00845,0.762467,0.625,0.228758,0,0.002583,0.001142,0.009091
0,"13376",0.538133,0,0.824926,0,0.875,0.928105,0,0,0,0.045455
0,"13376",0.019957,0,0.003421,0,0.625,0.248366,0,0.01726,0.001142,0.009091
0,"13376",0.060584,0,0.026524,0.448976,0.625,0.228758,0,0.017653,0.002283,0.009091
0,"13376",0.018532,0,0.003344,0,0.625,0.248366,0,0.01726,0.003425,0.009091
0,"13376",0.027798,0,0.006178,0,0.625,0.248366,0,0.01726,0.001142,0.009091
0,"13376",0.054882,0,0.0181,0.563611,0.625,0.228758,0,0.000727,0.001142,0.009091
0,"13376",0.146115,0,0.040973,0,0.625,0.248366,0,0,0,0
0,"13376",0.044191,0,0.012815,0,0.625,0.248366,0,0.015255,0.001142,0.009091
1,"13376",0.06201,0,0.030277,0.45323,0.625,0.228758,0,0.015294,0.002283,0.009091
1,"13376",0.049893,0,0.016338,0,0.625,0.281046,0,0.002313,0.001142,0.027273
0,"13376",0.109052,0,0.202287,0,0.875,0.908497,0,0,0,0.045455
0,"13376",0.237349,0,0.24252,0,0.875,0.843137,0,0,0,0.045455
0,"13376",0.379187,0,0.685362,0,0.875,0.901961,0,0,0,0.045455
0,"13376",0.025659,0,0.007633,0,0.25,0.267974,0,0.00024,0.001142,0.036364
0,"13376",0.009979,0,0.02101,0,0.625,0.313725,0,0,0,0
0,"13376",0.045617,0,0.012458,0,0.625,0.281046,0,0.007456,0.006849,0.036364
0,"13376",0.003564,0,0.0012,0,0.5,0.215686,0,0.000124,0.001142,0
0,"13376",0.002851,0,0.001123,0,0.5,0.254902,0,0.000124,0.001142,0
1,"13376",0.042053,0,0.01182,0,0.625,0.287582,0,0.000917,0.002283,0.109091
0,"13376",0.021383,0,0.016287,0.237161,0.5,0.228758,0,0.003657,0.004566,0.063636
0,"13376",0.059159,0,0.059073,0,1,1,0,0,0,0.054545
0,"13376",0.032787,0,0.012483,0.135093,0.625,0.228758,0,0.000713,0.004566,0.063636
1,"13376",0.13186,0,0.049117,0,0.625,0.27451,0,0.001158,0.001142,0.009091
0,"13376",0.005702,0,0.004085,0,1,0.575163,0,0.027286,0.004566,0.027273
1,"13376",0.183892,0,0.046513,0,0.625,0.287582,0,8.1e-05,0.001142,0.109091
